step,wall_s,t_spk,t_mix,allocated_mib,reserved_mib,inactive_split_mib,num_alloc_retries,num_device_alloc,num_device_free
73,0.9744265107437968,310,48000,467.2900390625,21978.0,1498.7099609375,0,3219,3000
74,0.4977107113227248,356,48000,467.2900390625,21978.0,1500.7099609375,0,3219,3000
75,0.8472641669213772,653,48000,468.572265625,21468.0,1505.427734375,0,3268,3049
76,1.0434116558171809,447,48000,467.57421875,21978.0,1436.42578125,0,3314,3095
77,0.5051880502142012,336,48000,467.2978515625,21978.0,1434.7021484375,0,3314,3095
78,0.8514862917363644,320,48000,467.2900390625,21914.0,1442.7099609375,0,3364,3145
79,0.9792982642538846,514,48000,467.9013671875,21404.0,2892.0986328125,0,3410,3191
80,1.1574093480594456,457,48000,467.615234375,21978.0,1438.384765625,0,3457,3238
81,0.4922556490637362,455,48000,467.60546875,21978.0,1434.39453125,0,3457,3238
82,1.107218808028847,570,48000,468.1748046875,21404.0,2885.8251953125,0,3507,3288
83,1.0860133357346058,341,48000,467.2900390625,21978.0,1512.7099609375,0,3557,3338
84,0.9319719010964036,699,48000,468.796875,21976.0,1431.203125,0,3599,3381
85,0.4983955300413072,320,48000,467.2900390625,21976.0,1440.7099609375,0,3599,3381
86,0.9925313969142735,487,48000,467.76953125,21402.0,2886.23046875,0,3645,3427
87,1.0582680450752378,485,48000,467.751953125,21978.0,1432.248046875,0,3696,3477
88,0.493798497132957,485,48000,467.751953125,21978.0,1434.248046875,0,3696,3477
89,0.496847721748054,317,48000,467.2978515625,21978.0,1438.7021484375,0,3696,3477
90,0.9476200588978827,763,48000,469.109375,21404.0,1496.890625,0,3744,3525
91,0.9216310251504183,337,48000,467.2900390625,21978.0,2892.7099609375,0,3794,3575
92,0.8527824599295855,424,48000,467.45703125,21404.0,2886.54296875,0,3841,3622
93,0.9629063778556883,328,48000,467.2978515625,21978.0,1436.7021484375,0,3891,3672
94,0.9021655824035406,554,48000,468.0888671875,21914.0,1433.9111328125,0,3940,3721
95,0.5291294078342617,409,48000,467.46484375,21914.0,1434.53515625,0,3940,3721
96,0.9139869557693601,594,48000,468.2919921875,21404.0,1503.7080078125,0,3990,3771
97,2.2966412431560457,592,48000,463.12255859375,21978.0,1440.87744140625,0,4037,3818
98,0.5345371910370886,316,48000,462.13818359375,21978.0,1441.86181640625,0,4037,3818
99,0.9460970209911466,333,48000,462.13818359375,21404.0,1507.86181640625,0,4086,3867
100,0.6657148790545762,485,48000,462.60009765625,21404.0,1507.39990234375,0,4086,3867
101,0.8958743209950626,385,48000,462.13818359375,21978.0,1447.86181640625,0,4134,3915
102,0.5287263789214194,409,48000,462.30517578125,21978.0,1441.69482421875,0,4134,3915
103,0.9438282051123679,539,48000,462.87158203125,21914.0,2835.12841796875,0,4183,3964
104,0.5667663961648941,452,48000,462.46142578125,21914.0,1449.53857421875,0,4183,3964
105,0.990736429579556,374,48000,462.14599609375,21404.0,1509.85400390625,0,4228,4009
106,0.9450260731391609,728,48000,463.78662109375,21978.0,1438.21337890625,0,4275,4056
107,0.5650072689168155,347,48000,462.14599609375,21978.0,1439.85400390625,0,4275,4056
108,0.9905998599715531,392,48000,462.30517578125,21404.0,1505.69482421875,0,4325,4106
109,0.9446760341525078,342,48000,462.13818359375,21976.0,1441.86181640625,0,4373,4155
110,0.9509453452192247,724,48000,463.76708984375,21404.0,2892.23291015625,0,4422,4203
111,0.9814263340085745,615,48000,463.23486328125,21976.0,2898.76513671875,0,4470,4252
112,0.9519797726534307,389,48000,462.13818359375,21402.0,1499.86181640625,0,4515,4297
113,0.9462410323321819,312,48000,462.13818359375,21978.0,1503.86181640625,0,4567,4348
114,0.966732223983854,750,48000,463.89404296875,21978.0,1436.10595703125,0,4617,4398
115,120.80194088583812,553,48000,462.93994140625,21404.0,1503.06005859375,0,4668,4449
116,0.5186736769974232,337,48000,462.13818359375,21404.0,1505.86181640625,0,4668,4449
117,0.876119373831898,375,48000,462.14599609375,21978.0,1441.85400390625,0,4717,4498
118,0.9018115191720426,542,48000,462.87841796875,21404.0,1503.12158203125,0,4766,4547
119,0.9151225611567497,488,48000,462.61474609375,21976.0,1445.38525390625,0,4815,4597
120,0.875054485630244,456,48000,463.1455078125,21404.0,2892.8544921875,0,4862,4643
121,0.8871539891697466,442,48000,462.45361328125,21978.0,1443.54638671875,0,4911,4692
122,0.884076883085072,415,48000,462.30517578125,21402.0,1499.69482421875,0,4958,4740
123,0.5245632589794695,336,48000,462.13818359375,21404.0,1503.86181640625,0,4959,4740
124,0.5131917227990925,299,48000,462.13818359375,21404.0,1505.86181640625,0,4959,4740
125,0.5182165270671248,329,48000,462.14599609375,21404.0,1503.85400390625,0,4959,4740
126,0.5180132882669568,317,48000,462.13818359375,21404.0,1505.86181640625,0,4959,4740
127,0.8519871369935572,399,48000,462.31298828125,21978.0,1439.68701171875,0,5008,4789
128,0.5123544759117067,333,48000,462.14599609375,21978.0,2823.85400390625,0,5008,4789
129,1.0057378457859159,327,48000,462.14599609375,21914.0,1443.85400390625,0,5060,4841
130,0.5309041999280453,571,48000,463.02783203125,21914.0,1502.97216796875,0,5060,4841
131,0.9567381241358817,510,48000,462.72216796875,21978.0,1441.27783203125,0,5110,4891
132,0.5113351158797741,337,48000,462.14599609375,21978.0,1443.85400390625,0,5110,4891
133,0.8925832221284509,304,48000,462.14599609375,21912.0,1437.85400390625,0,5157,4939
134,0.8968687262386084,314,48000,462.13818359375,21404.0,1511.86181640625,0,5208,4989
135,0.5234636198729277,326,48000,462.13818359375,21404.0,1503.86181640625,0,5208,4989
136,0.530882750172168,418,48000,462.31298828125,21404.0,1501.68701171875,0,5208,4989
137,0.5113310869783163,391,48000,462.30517578125,21404.0,1505.69482421875,0,5208,4989
138,0.5328030968084931,342,48000,462.14599609375,21404.0,1501.85400390625,0,5208,4989
139,1.090799089986831,598,48000,463.15185546875,21976.0,1434.84814453125,0,5258,5040
140,0.9138441230170429,308,48000,462.13818359375,21402.0,1503.86181640625,0,5309,5091
141,0.5469541870988905,335,48000,462.13818359375,21402.0,1503.86181640625,0,5309,5091
142,0.5132239549420774,565,48000,462.99853515625,21402.0,1503.00146484375,0,5309,5091
143,1.5744796637445688,331,48000,462.14599609375,21976.0,1437.85400390625,0,5358,5140
144,0.57247564336285,369,48000,462.14599609375,21978.0,1439.85400390625,0,5359,5140
145,0.5349090239033103,442,48000,462.46142578125,21978.0,1441.53857421875,0,5359,5140
146,0.5285508730448782,358,48000,462.13818359375,21978.0,1507.86181640625,0,5359,5140
147,0.5190444970503449,352,48000,462.14599609375,21978.0,1439.85400390625,0,5359,5140
148,0.517963906750083,380,48000,462.13818359375,21978.0,1501.86181640625,0,5359,5140
149,0.8874586001038551,530,48000,462.82763671875,21978.0,1441.17236328125,0,5410,5191
150,0.5474550370126963,565,48000,462.99072265625,21978.0,993.00927734375,0,5410,5191
151,0.5158909307792783,391,48000,462.30517578125,21978.0,1439.69482421875,0,5410,5191
152,1.007431804202497,451,48000,462.45361328125,21404.0,1509.54638671875,0,5460,5241
153,0.5155796618200839,385,48000,462.13818359375,21404.0,1503.86181640625,0,5460,5241
154,0.5172777683474123,352,48000,462.14599609375,21404.0,1499.85400390625,0,5460,5241
155,0.5238921698182821,539,48000,462.86376953125,21404.0,1507.13623046875,0,5460,5241
156,0.8832699148915708,467,48000,462.52001953125,21976.0,1437.47998046875,0,5507,5289
157,0.531331290025264,328,48000,462.14599609375,21978.0,1503.85400390625,0,5508,5289
158,0.8937438009306788,500,48000,462.68115234375,21978.0,2901.31884765625,0,5558,5339
159,0.5199981951154768,322,48000,462.13818359375,21978.0,1501.86181640625,0,5558,5339
160,0.5085038710385561,314,48000,462.14599609375,21978.0,1505.85400390625,0,5558,5339
161,0.5134147838689387,447,48000,462.46142578125,21978.0,1501.53857421875,0,5558,5339
162,1.4148896750994027,899,48000,464.62158203125,21976.0,1499.37841796875,0,5608,5390
163,0.5256993272341788,372,48000,462.13818359375,21976.0,1439.86181640625,0,5608,5390
164,0.5257505076006055,522,48000,462.78857421875,21976.0,2827.21142578125,0,5608,5390
165,0.8669159482233226,357,48000,462.13818359375,21402.0,1497.86181640625,0,5657,5439
166,0.5278932037763298,330,48000,462.13818359375,21404.0,1503.86181640625,0,5658,5439
167,0.5106328781694174,336,48000,462.14599609375,21404.0,1501.85400390625,0,5658,5439
168,0.8817695779725909,698,48000,463.64013671875,21976.0,1436.35986328125,0,5708,5490
169,0.5103003391996026,319,48000,462.14599609375,21978.0,1435.85400390625,0,5709,5490
170,0.5093509997241199,456,48000,462.45849609375,21978.0,1505.54150390625,0,5709,5490
171,0.8991116140969098,306,48000,462.13818359375,21978.0,1437.86181640625,0,5758,5539
172,0.5213283728808165,553,48000,462.93212890625,21978.0,1503.06787109375,0,5758,5539
173,0.8930736230686307,376,48000,462.14599609375,21978.0,1437.85400390625,0,5808,5589
174,0.9481624462641776,305,48000,462.13818359375,21912.0,1511.86181640625,0,5858,5640
175,0.9783709957264364,689,48000,463.60400390625,21978.0,1436.39599609375,0,5904,5685
176,0.9669576012529433,529,48000,462.82275390625,21914.0,1439.17724609375,0,5955,5736
177,0.5282581839710474,394,48000,462.30517578125,21914.0,1437.69482421875,0,5955,5736
178,0.5119803259149194,310,48000,462.14599609375,21914.0,1503.85400390625,0,5955,5736
179,0.8717712317593396,309,48000,462.14599609375,21976.0,1439.85400390625,0,6004,5786
180,0.9002392431721091,503,48000,462.69580078125,21402.0,1499.30419921875,0,6053,5835
181,0.9195746658369899,484,48000,462.60302734375,21976.0,1439.39697265625,0,6105,5887
182,0.9444479229860008,476,48000,462.56396484375,21402.0,1503.43603515625,0,6154,5936
183,0.9783600051887333,395,48000,462.30517578125,21976.0,1439.69482421875,0,6203,5985
184,0.9219659832306206,461,48000,462.49072265625,21914.0,1441.50927734375,0,6253,6034
185,1.0713301179930568,448,48000,462.46142578125,21404.0,1503.53857421875,0,6302,6083
186,0.521209413651377,357,48000,462.14599609375,21404.0,1503.85400390625,0,6302,6083
187,0.9144175541587174,381,48000,462.14599609375,21976.0,1441.85400390625,0,6351,6133
188,0.9256638479419053,436,48000,462.45361328125,21914.0,2827.54638671875,0,6400,6181
189,0.527679034974426,303,48000,462.14599609375,21914.0,1503.85400390625,0,6400,6181
190,0.5401863781735301,436,48000,462.45361328125,21914.0,1499.54638671875,0,6400,6181
191,0.5270584058016539,331,48000,462.14599609375,21914.0,1435.85400390625,0,6400,6181
192,0.930007342249155,301,48000,462.13818359375,21912.0,1435.86181640625,0,6451,6233
193,0.9835157990455627,491,48000,462.63720703125,21402.0,1501.36279296875,0,6503,6285
194,0.5270284358412027,442,48000,462.46142578125,21402.0,1499.53857421875,0,6503,6285
195,0.9313605497591197,637,48000,463.34228515625,21976.0,1434.65771484375,0,6554,6336
196,0.9076906330883503,532,48000,462.82958984375,21402.0,1497.17041015625,0,6605,6387
197,0.5154232019558549,392,48000,462.30517578125,21404.0,1499.69482421875,0,6606,6387
198,0.5042074080556631,357,48000,462.14599609375,21404.0,1503.85400390625,0,6606,6387
199,0.9030436892062426,406,48000,462.31298828125,21978.0,1437.68701171875,0,6656,6437
200,0.9299393426626921,465,48000,462.50244140625,21404.0,2893.49755859375,0,6707,6488
201,0.513928544241935,391,48000,462.30517578125,21404.0,1501.69482421875,0,6707,6488
202,0.8626954550854862,359,48000,462.14599609375,21976.0,1437.85400390625,0,6757,6539
203,0.879353541880846,364,48000,462.13818359375,21402.0,1501.86181640625,0,6807,6589
204,0.5143657238222659,311,48000,462.14599609375,21404.0,1511.85400390625,0,6808,6589
205,0.8683841172605753,338,48000,462.14599609375,21978.0,1443.85400390625,0,6854,6635
206,0.8907398269511759,489,48000,462.62744140625,21402.0,2895.37255859375,0,6901,6683
207,0.9251268990337849,713,48000,463.71337890625,21976.0,1438.28662109375,0,6949,6731
208,0.977335097733885,367,48000,462.13818359375,21402.0,2895.86181640625,0,6998,6780
209,0.8686436670832336,422,48000,462.30517578125,21976.0,1441.69482421875,0,7045,6827
210,0.5489973360672593,334,48000,462.13818359375,21978.0,1437.86181640625,0,7046,6827
211,1.0029724929481745,321,48000,462.13818359375,21404.0,1507.86181640625,0,7097,6878
212,0.5150080532766879,466,48000,462.50732421875,21404.0,1503.49267578125,0,7097,6878
213,0.9432397736236453,396,48000,462.30517578125,21978.0,1443.69482421875,0,7147,6928
214,0.9307717122137547,534,48000,462.83935546875,21402.0,2889.16064453125,0,7194,6976
215,0.8939561732113361,405,48000,462.30517578125,21976.0,1443.69482421875,0,7244,7026
216,0.9675890109501779,882,48000,464.53857421875,21402.0,2887.46142578125,0,7291,7073
217,0.5188667876645923,487,48000,462.61767578125,21402.0,2955.38232421875,0,7291,7073
218,0.5227465922944248,312,48000,462.14599609375,21402.0,1509.85400390625,0,7291,7073
219,0.514949512667954,311,48000,462.13818359375,21402.0,1505.86181640625,0,7291,7073
220,0.8708394942805171,408,48000,462.31298828125,21976.0,1443.68701171875,0,7339,7121
221,0.9176412299275398,377,48000,462.13818359375,21912.0,1437.86181640625,0,7386,7168
222,0.5199573771096766,314,48000,462.14599609375,21912.0,1505.85400390625,0,7386,7168
223,0.5291994730941951,334,48000,462.13818359375,21914.0,1507.86181640625,0,7387,7168
224,0.5345369158312678,476,48000,462.55615234375,21914.0,1437.44384765625,0,7387,7168
225,0.5215892437845469,322,48000,462.14599609375,21914.0,1437.85400390625,0,7387,7168
226,1.24750972725451,928,48000,464.77099609375,21402.0,1507.22900390625,0,7437,7219
227,0.5331001887097955,306,48000,462.13818359375,21404.0,1501.86181640625,0,7438,7219
228,0.8725066622719169,440,48000,462.45361328125,21978.0,1437.54638671875,0,7489,7270
229,0.5365558229386806,303,48000,462.13818359375,21978.0,1441.86181640625,0,7489,7270
230,0.5265271081589162,436,48000,462.45361328125,21978.0,1437.54638671875,0,7489,7270
231,0.5205785450525582,418,48000,462.30517578125,21978.0,1435.69482421875,0,7489,7270
232,0.9635334378108382,472,48000,462.53662109375,21912.0,2827.46337890625,0,7540,7322
233,0.5199169558472931,310,48000,462.14599609375,21914.0,1505.85400390625,0,7541,7322
234,0.5447141220793128,394,48000,462.30517578125,21914.0,1509.69482421875,0,7541,7322
235,0.5369377629831433,541,48000,462.88134765625,21914.0,1511.11865234375,0,7541,7322
236,0.9315096912905574,363,48000,462.13818359375,21978.0,1443.86181640625,0,7587,7368
237,0.5336124380119145,331,48000,462.13818359375,21978.0,1445.86181640625,0,7587,7368
238,0.5276130456477404,374,48000,462.14599609375,21978.0,1443.85400390625,0,7587,7368
239,0.514970563352108,377,48000,462.14599609375,21978.0,1507.85400390625,0,7587,7368
240,1.0415693409740925,438,48000,462.46142578125,21978.0,1445.53857421875,0,7635,7416
241,0.5289720939472318,321,48000,462.13818359375,21978.0,1503.86181640625,0,7635,7416
242,1.0253525520674884,752,48000,463.90380859375,21978.0,1440.09619140625,0,7685,7466
243,0.9617624208331108,346,48000,462.13818359375,21404.0,1505.86181640625,0,7734,7515
244,0.525669417809695,367,48000,462.13818359375,21404.0,1503.86181640625,0,7734,7515
245,0.5160714820958674,418,48000,462.30517578125,21404.0,1503.69482421875,0,7734,7515
246,0.9407084989361465,464,48000,462.50537109375,21978.0,1443.49462890625,0,7784,7565
247,0.9623274290934205,517,48000,462.76416015625,21914.0,1439.23583984375,0,7832,7613
248,0.9135297872126102,437,48000,462.46142578125,21404.0,1499.53857421875,0,7882,7663
249,0.9142305948771536,696,48000,463.63818359375,21978.0,1442.36181640625,0,7934,7715
250,1.0622169631533325,411,48000,462.30517578125,21914.0,1437.69482421875,0,7982,7763
251,0.5191307179629803,311,48000,462.14599609375,21914.0,1503.85400390625,0,7982,7763
252,0.9014666029252112,371,48000,462.14599609375,21978.0,1441.85400390625,0,8032,7813
253,0.5215003839693964,409,48000,462.30517578125,21978.0,1437.69482421875,0,8032,7813
254,0.5216205636970699,437,48000,462.45361328125,21978.0,1439.54638671875,0,8032,7813
255,0.9556796392425895,903,48000,464.64111328125,21404.0,2889.35888671875,0,8082,7863
256,0.5296959839761257,308,48000,462.13818359375,21404.0,1503.86181640625,0,8082,7863
257,0.9136069561354816,407,48000,462.31298828125,21978.0,1437.68701171875,0,8132,7913
258,0.5282435449771583,363,48000,462.14599609375,21978.0,1437.85400390625,0,8132,7913
259,0.9569644569419324,323,48000,462.13818359375,21404.0,1501.86181640625,0,8183,7964
260,0.529266654048115,491,48000,462.62939453125,21404.0,1503.37060546875,0,8183,7964
261,0.9479377600364387,458,48000,462.47607421875,21978.0,1437.52392578125,0,8233,8014
262,0.92113953595981,590,48000,463.11279296875,21404.0,1504.88720703125,0,8284,8065
263,0.5272226468659937,739,48000,463.84033203125,21404.0,2960.15966796875,0,8284,8065
264,0.9168292321264744,361,48000,462.13818359375,21978.0,1435.86181640625,0,8331,8112
265,0.5077852439135313,335,48000,462.14599609375,21978.0,1445.85400390625,0,8331,8112
266,0.8967652698047459,420,48000,462.30517578125,21914.0,1437.69482421875,0,8378,8159
267,0.5234263623133302,380,48000,462.14599609375,21914.0,1513.85400390625,0,8378,8159
268,0.8966202000156045,428,48000,462.46142578125,21978.0,1437.53857421875,0,8423,8204
269,0.8902604887261987,366,48000,462.14599609375,21912.0,1443.85400390625,0,8473,8255
270,0.8841072469949722,350,48000,462.13818359375,21404.0,1499.86181640625,0,8521,8302
271,0.9035405111499131,384,48000,462.14599609375,21978.0,1439.85400390625,0,8573,8354
272,0.9428755571134388,518,48000,462.76123046875,21914.0,1439.23876953125,0,8623,8404
273,0.9548873198218644,528,48000,462.81787109375,21912.0,2831.18212890625,0,8672,8454
274,0.563866606913507,352,48000,462.13818359375,21912.0,1435.86181640625,0,8672,8454
275,0.5259187081828713,369,48000,462.14599609375,21912.0,1437.85400390625,0,8672,8454
276,0.9241152331233025,446,48000,462.46142578125,21402.0,1501.53857421875,0,8722,8504
277,0.5092182420194149,324,48000,462.13818359375,21402.0,1505.86181640625,0,8722,8504
278,0.875597208738327,307,48000,462.14599609375,21976.0,1437.85400390625,0,8770,8552
279,0.5207531461492181,325,48000,462.13818359375,21976.0,1439.86181640625,0,8770,8552
280,0.5087206717580557,305,48000,462.14599609375,21976.0,1443.85400390625,0,8770,8552
281,1.0674663460813463,479,48000,462.57861328125,21402.0,1503.42138671875,0,8817,8599
282,0.5329573792405427,395,48000,462.31298828125,21402.0,1499.68701171875,0,8817,8599
283,0.5075420937500894,319,48000,462.13818359375,21404.0,1505.86181640625,0,8818,8599
284,0.5147268553264439,319,48000,462.13818359375,21404.0,1505.86181640625,0,8818,8599
285,0.5188791477121413,352,48000,462.14599609375,21404.0,1499.85400390625,0,8818,8599
286,0.9198397090658545,401,48000,462.31298828125,21976.0,1441.68701171875,0,8869,8651
287,0.8923541661351919,779,48000,464.03564453125,21404.0,1497.96435546875,0,8918,8699
288,0.540705818682909,326,48000,462.13818359375,21404.0,1503.86181640625,0,8918,8699
289,0.5235628122463822,308,48000,462.14599609375,21404.0,1509.85400390625,0,8918,8699
290,0.5193473878316581,318,48000,462.13818359375,21404.0,1503.86181640625,0,8918,8699
291,0.5178503300994635,314,48000,462.13818359375,21404.0,1505.86181640625,0,8918,8699
292,0.509959721006453,323,48000,462.13818359375,21404.0,1505.86181640625,0,8918,8699
293,0.5129262460395694,436,48000,462.45361328125,21404.0,1507.54638671875,0,8918,8699
294,0.5185162490233779,488,48000,462.62255859375,21404.0,1501.37744140625,0,8918,8699
295,0.5270633180625737,311,48000,462.14599609375,21404.0,1501.85400390625,0,8918,8699
296,0.8744201706722379,516,48000,462.75927734375,21978.0,1439.24072265625,0,8969,8750
297,0.5227853232063353,615,48000,463.24267578125,21978.0,2822.75732421875,0,8969,8750
298,0.5104956398718059,380,48000,462.13818359375,21978.0,1445.86181640625,0,8969,8750
299,0.5170010309666395,521,48000,462.77587890625,21978.0,1437.22412109375,0,8969,8750
